Year,Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
2016,2016,Export,USA,Colombia,Beer made from malt,2203,6278198
2016,2016,Export,USA,Cook Isds,Beer made from malt,2203,4377
2016,2016,Export,USA,Costa Rica,Beer made from malt,2203,6129501
2016,2016,Export,USA,Cuba,Beer made from malt,2203,573699
2016,2016,Export,USA,Cyprus,Beer made from malt,2203,199736
2016,2016,Export,USA,Czechia,Beer made from malt,2203,27540
2016,2016,Export,USA,Denmark,Beer made from malt,2203,2878163
2016,2016,Export,USA,Dominica,Beer made from malt,2203,4900
2016,2016,Export,USA,Dominican Rep.,Beer made from malt,2203,5782702
2016,2016,Export,USA,Ecuador,Beer made from malt,2203,102197
2016,2016,Export,USA,El Salvador,Beer made from malt,2203,217496
2016,2016,Export,USA,Fiji,Beer made from malt,2203,10764
2016,2016,Export,USA,Finland,Beer made from malt,2203,1041666
2016,2016,Export,USA,France,Beer made from malt,2203,2224362
2016,2016,Export,USA,French Polynesia,Beer made from malt,2203,89625
2016,2016,Export,USA,Germany,Beer made from malt,2203,2190314
2016,2016,Export,USA,Kiribati,Beer made from malt,2203,186885
2016,2016,Export,USA,Greece,Beer made from malt,2203,7452
2016,2016,Export,USA,Guatemala,Beer made from malt,2203,9292357
2016,2016,Export,USA,Haiti,Beer made from malt,2203,34915
2016,2016,Export,USA,Honduras,Beer made from malt,2203,8041223
2016,2016,Export,USA,"China, Hong Kong SAR",Beer made from malt,2203,3171317
2016,2016,Export,USA,Iceland,Beer made from malt,2203,74409
2016,2016,Export,USA,Indonesia,Beer made from malt,2203,96094
2016,2016,Export,USA,Ireland,Beer made from malt,2203,1430270
2016,2016,Export,USA,Israel,Beer made from malt,2203,291975
2016,2016,Export,USA,Italy,Beer made from malt,2203,2609465
2016,2016,Export,USA,Jamaica,Beer made from malt,2203,239149
2016,2016,Export,USA,Japan,Beer made from malt,2203,6445109
2016,2016,Export,USA,Jordan,Beer made from malt,2203,66091
2016,2016,Export,USA,Kenya,Beer made from malt,2203,12608
2016,2016,Export,USA,Rep. of Korea,Beer made from malt,2203,9589076
2016,2016,Export,USA,Lebanon,Beer made from malt,2203,73463
2016,2016,Export,USA,Latvia,Beer made from malt,2203,26091
2016,2016,Export,USA,Liberia,Beer made from malt,2203,21606
2016,2016,Export,USA,Lithuania,Beer made from malt,2203,7949
2016,2016,Export,USA,Malaysia,Beer made from malt,2203,1483070
2016,2016,Export,USA,Malta,Beer made from malt,2203,87396
2016,2016,Export,USA,Mexico,Beer made from malt,2203,160892171
2016,2016,Export,USA,"Other Asia, nes",Beer made from malt,2203,9652683
2016,2016,Export,USA,Morocco,Beer made from malt,2203,1029504
2016,2016,Export,USA,Oman,Beer made from malt,2203,188965
2016,2016,Export,USA,Nepal,Beer made from malt,2203,214481
2016,2016,Export,USA,Netherlands,Beer made from malt,2203,4202514
2016,2016,Export,USA,Curaçao,Beer made from malt,2203,3049813
2016,2016,Export,USA,Aruba,Beer made from malt,2203,1406034
2016,2016,Export,USA,Saint Maarten,Beer made from malt,2203,1876409
2016,2016,Export,USA,Vanuatu,Beer made from malt,2203,7964
2016,2016,Export,USA,New Zealand,Beer made from malt,2203,1523954
2016,2016,Export,USA,Nicaragua,Beer made from malt,2203,222669
2016,2016,Export,USA,Norway,Beer made from malt,2203,1650532
2016,2016,Export,USA,FS Micronesia,Beer made from malt,2203,1228132
2016,2016,Export,USA,Marshall Isds,Beer made from malt,2203,30463
2016,2016,Export,USA,Palau,Beer made from malt,2203,1085470
2016,2016,Export,USA,Panama,Beer made from malt,2203,20383661
2016,2016,Export,USA,Paraguay,Beer made from malt,2203,14155239
2016,2016,Export,USA,Peru,Beer made from malt,2203,51070
2016,2016,Export,USA,Philippines,Beer made from malt,2203,444117
2016,2016,Export,USA,Qatar,Beer made from malt,2203,168132
2016,2016,Export,USA,Russian Federation,Beer made from malt,2203,827295
2016,2016,Export,USA,Saint Kitts and Nevis,Beer made from malt,2203,8247
2016,2016,Export,USA,Anguilla,Beer made from malt,2203,131982
2016,2016,Export,USA,Saint Lucia,Beer made from malt,2203,49582
2016,2016,Export,USA,Saudi Arabia,Beer made from malt,2203,48453
2016,2016,Export,USA,Sierra Leone,Beer made from malt,2203,57700
2016,2016,Export,USA,India,Beer made from malt,2203,98336
2016,2016,Export,USA,Singapore,Beer made from malt,2203,3215224
2016,2016,Export,USA,Viet Nam,Beer made from malt,2203,34877
2016,2016,Export,USA,Slovenia,Beer made from malt,2203,11826
2016,2016,Export,USA,Spain,Beer made from malt,2203,705864
2016,2016,Export,USA,Suriname,Beer made from malt,2203,126569
2016,2016,Export,USA,Sweden,Beer made from malt,2203,24309440
2016,2016,Export,USA,Switzerland,Beer made from malt,2203,772315
2016,2016,Export,USA,Thailand,Beer made from malt,2203,1020799
2016,2016,Export,USA,Trinidad and Tobago,Beer made from malt,2203,3364365
2016,2016,Export,USA,United Arab Emirates,Beer made from malt,2203,3289024
2016,2016,Export,USA,Tunisia,Beer made from malt,2203,4876
2016,2016,Export,USA,Turkey,Beer made from malt,2203,1093862
2016,2016,Export,USA,Turks and Caicos Isds,Beer made from malt,2203,797282
2016,2016,Export,USA,Ukraine,Beer made from malt,2203,45409
2016,2016,Export,USA,United Kingdom,Beer made from malt,2203,25891429
2016,2016,Export,USA,Uruguay,Beer made from malt,2203,794890
2016,2016,Export,USA,Samoa,Beer made from malt,2203,20000
