Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,381,Italy,ITA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1382017,,1382017,,2084999,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,384,Côte d'Ivoire,CIV,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,36800,,36800,,28028,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,388,Jamaica,JAM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,97103,,97103,,89114,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,392,Japan,JPN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,3468240,,3468240,,4302971,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,400,Jordan,JOR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,112284,,112284,,123602,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,8944394,,8944394,,6747382,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,422,Lebanon,LBN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,123527,,123527,,127727,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,428,Latvia,LVA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,47462,,47462,,80646,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,430,Liberia,LBR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,42047,,42047,,35402,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,440,Lithuania,LTU,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,18452,,18452,,13977,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,458,Malaysia,MYS,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,2354671,,2354671,,2151172,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,470,Malta,MLT,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,129823,,129823,,121731,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,484,Mexico,MEX,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,154070887,,154070887,,126837872,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,490,"Other Asia, nes",,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,9580496,,9580496,,8459601,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,496,Mongolia,MNG,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,81085,,81085,,185750,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,504,Morocco,MAR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,403218,,403218,,493492,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,512,Oman,OMN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,457961,,457961,,502906,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,520,Nauru,NRU,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,39000,,39000,,40500,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,528,Netherlands,NLD,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1071243,,1071243,,1306580,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,531,Curaçao,CUW,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,421384,,421384,,426477,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,533,Aruba,ABW,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1302264,,1302264,,1625370,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,534,Saint Maarten,SXM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,2432922,,2432922,,2071160,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,548,Vanuatu,VUT,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1533,,1533,,5310,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,554,New Zealand,NZL,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1765875,,1765875,,1801837,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,558,Nicaragua,NIC,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,3628,,3628,,3175,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,562,Niger,NER,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,9700,,9700,,10192,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,566,Nigeria,NGA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,7293,,7293,,15106,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,579,Norway,NOR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1753183,,1753183,,1679821,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,583,FS Micronesia,FSM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,883155,,883155,,897252,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,584,Marshall Isds,MHL,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,182652,,182652,,165053,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,585,Palau,PLW,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1161671,,1161671,,1200311,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,586,Pakistan,PAK,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,157200,,157200,,141041,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,591,Panama,PAN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,33006349,,33006349,,20447792,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,600,Paraguay,PRY,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,25073308,,25073308,,30269991,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,604,Peru,PER,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,767200,,767200,,745014,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,608,Philippines,PHL,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,367514,,367514,,436172,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,634,Qatar,QAT,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,187981,,187981,,212996,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,643,Russian Federation,RUS,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,68563,,68563,,60000,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,660,Anguilla,AIA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,174361,,174361,,115552,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,662,Saint Lucia,LCA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,26871,,26871,,42341,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,670,Saint Vincent and the Grenadines,VCT,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,92827,,92827,,83979,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,678,Sao Tome and Principe,STP,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,42978,,42978,,120000,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,694,Sierra Leone,SLE,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,17645,,17645,,14735,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,699,India,IND,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,9701,,9701,,35178,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,702,Singapore,SGP,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,2421542,,2421542,,2641971,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,704,Viet Nam,VNM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1657218,,1657218,,964970,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,710,South Africa,ZAF,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,29025,,29025,,60380,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,724,Spain,ESP,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,160716,,160716,,200017,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,740,Suriname,SUR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,80926,,80926,,139003,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,752,Sweden,SWE,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,8527116,,8527116,,13999164,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,757,Switzerland,CHE,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,141777,,141777,,215512,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,764,Thailand,THA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,155779,,155779,,151817,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,780,Trinidad and Tobago,TTO,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,3134903,,3134903,,1861992,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,784,United Arab Emirates,ARE,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,3614015,,3614015,,3906369,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,792,Turkey,TUR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,476470,,476470,,445043,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,796,Turks and Caicos Isds,TCA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,593179,,593179,,769821,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,826,United Kingdom,GBR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,8859835,,8859835,,9218884,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,858,Uruguay,URY,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,447791,,447791,,422092,,,4
H4,2013,2013,2013,4,0,2,Export,842,USA,USA,882,Samoa,WSM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,78636,,78636,,265597,,,4
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,0,World,WLD,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,536524117,,597651357,,541892503,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,28,Antigua and Barbuda,ATG,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,54318,,60506,,54861,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,32,Argentina,ARG,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,14257,,15882,,14400,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,36,Australia,AUS,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,23541314,,26223422,,23776865,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,40,Austria,AUT,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,5667,,6313,,5724,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,44,Bahamas,BHS,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,2706931,,3015337,,2734016,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,48,Bahrain,BHR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,447520,,498507,,451998,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,50,Bangladesh,BGD,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,59463,,66238,,60058,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,52,Barbados,BRB,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,49516,,55157,,50011,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,56,Belgium,BEL,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,2267252,,2525565,,2289938,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,60,Bermuda,BMU,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,974852,,1085919,,984606,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,68,Bolivia (Plurinational State of),BOL,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,176520,,196631,,178286,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,76,Brazil,BRA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,2577243,,2870874,,2603031,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,84,Belize,BLZ,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,298380,,332376,,301366,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,92,Br. Virgin Isds,VGB,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1195966,,1332225,,1207933,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,116,Cambodia,KHM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,356318,,396914,,359883,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,124,Canada,CAN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,158269945,,176301949,,159853572,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,136,Cayman Isds,CYM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1450253,,1615483,,1464764,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,152,Chile,CHL,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,43587092,,48553054,,44023218,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,156,China,CHN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,8484796,,9451486,,8569694,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,170,Colombia,COL,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,6769445,,7540701,,6837179,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,184,Cook Isds,COK,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,17437,,19423,,17611,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,188,Costa Rica,CRI,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,2556183,,2847414,,2581760,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,196,Cyprus,CYP,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,59215,,65961,,59807,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,208,Denmark,DNK,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,2524315,,2811915,,2549573,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,214,Dominican Rep.,DOM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,3559543,,3965088,,3595159,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,218,Ecuador,ECU,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,643461,,716771,,649899,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,222,El Salvador,SLV,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,482074,,536998,,486898,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,226,Equatorial Guinea,GNQ,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,50891,,56689,,51400,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,242,Fiji,FJI,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,14223,,15843,,14365,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,246,Finland,FIN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,786427,,876026,,794296,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,251,France,FRA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,624306,,695435,,630553,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,258,French Polynesia,PYF,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,144558,,161027,,146004,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,276,Germany,DEU,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1223667,,1363082,,1235911,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,296,Kiribati,KIR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,44408,,49467,,44852,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,300,Greece,GRC,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,15263,,17002,,15416,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,320,Guatemala,GTM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,2189732,,2439212,,2211642,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,324,Guinea,GIN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,13260,,14771,,13393,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,332,Haiti,HTI,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,63879,,71157,,64518,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,340,Honduras,HND,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,4420423,,4924050,,4464653,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,344,"China, Hong Kong SAR",HKG,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1884687,,2099413,,1903545,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,352,Iceland,ISL,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,46940,,52288,,47410,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,372,Ireland,IRL,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1063263,,1184403,,1073902,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,376,Israel,ISR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,154596,,172210,,156143,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,381,Italy,ITA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,2297015,,2558719,,2319999,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,384,Côte d'Ivoire,CIV,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,24012,,26747,,24252,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,388,Jamaica,JAM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,132307,,147381,,133631,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,392,Japan,JPN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,5147534,,5734003,,5199040,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,400,Jordan,JOR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,184951,,206023,,186802,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,404,Kenya,KEN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,14838,,16528,,14986,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,8121012,,9046255,,8202270,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,422,Lebanon,LBN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,358483,,399326,,362070,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,428,Latvia,LVA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,96958,,108004,,97928,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,440,Lithuania,LTU,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,21256,,23678,,21469,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,458,Malaysia,MYS,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1579775,,1759762,,1595582,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,470,Malta,MLT,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,132343,,147421,,133667,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,484,Mexico,MEX,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,118592393,,132103856,,119779012,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,490,"Other Asia, nes",,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,7479004,,8331102,,7553838,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,504,Morocco,MAR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,572918,,638192,,578651,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,512,Oman,OMN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,367054,,408874,,370727,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,528,Netherlands,NLD,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1961904,,2185428,,1981535,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,531,Curaçao,CUW,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,4105442,,4573182,,4146520,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,533,Aruba,ABW,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1885039,,2099805,,1903900,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,534,Saint Maarten,SXM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1560870,,1738703,,1576488,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,554,New Zealand,NZL,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1454959,,1620725,,1469517,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,558,Nicaragua,NIC,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,69861,,77820,,70560,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,579,Norway,NOR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1229926,,1370053,,1242232,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,583,FS Micronesia,FSM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1169992,,1303292,,1181699,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,584,Marshall Isds,MHL,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,70374,,78392,,71078,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,585,Palau,PLW,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1224925,,1364483,,1237181,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,586,Pakistan,PAK,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,182090,,202836,,183912,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,591,Panama,PAN,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,23021826,,25644747,,23252179,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,600,Paraguay,PRY,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,26019632,,28984100,,26279981,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,604,Peru,PER,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1224797,,1364340,,1237052,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,608,Philippines,PHL,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,357614,,398357,,361192,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,620,Portugal,PRT,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,5171,,5760,,5223,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,634,Qatar,QAT,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,336313,,374630,,339678,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,643,Russian Federation,RUS,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,23007,,25628,,23237,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,659,Saint Kitts and Nevis,KNA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,11270,,12554,,11383,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,660,Anguilla,AIA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,20020,,22301,,20220,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,662,Saint Lucia,LCA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,57019,,63516,,57590,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,670,Saint Vincent and the Grenadines,VCT,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,62687,,69829,,63314,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,694,Sierra Leone,SLE,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,23314,,25970,,23547,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,699,India,IND,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,16380,,18246,,16544,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,702,Singapore,SGP,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,3214217,,3580419,,3246378,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,704,Viet Nam,VNM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1816889,,2023891,,1835069,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,710,South Africa,ZAF,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,185549,,206689,,187406,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,724,Spain,ESP,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,89106,,99258,,89998,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,740,Suriname,SUR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,25663,,28587,,25920,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,752,Sweden,SWE,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,17719638,,19738471,,17896938,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,757,Switzerland,CHE,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,362044,,403293,,365667,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,764,Thailand,THA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,322824,,359604,,326054,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,780,Trinidad and Tobago,TTO,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,3840950,,4278557,,3879382,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,784,United Arab Emirates,ARE,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,3683445,,4103107,,3720301,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,792,Turkey,TUR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,1886152,,2101045,,1905025,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,796,Turks and Caicos Isds,TCA,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,705438,,785810,,712497,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,804,Ukraine,UKR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,26881,,29944,,27150,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,826,United Kingdom,GBR,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,14884057,,16579827,,15032985,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,858,Uruguay,URY,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,590286,,657538,,596192,,,6
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,882,Samoa,WSM,,,,,,,,2203,Beer made from malt,7,Volume in litres,,,84893,,94565,,85742,,,6
